กฟฟ.,ทะเบียน,จว.,รหัส,ยี่ห้อ,ลักษณะ/พิกัด,เลขเครื่อง,รุ่น/เลขชัชซี่,วันจดทะเบียน,อายุ,ประกันภัย,เชื้อเพลิง
กฟส.จอมบึง,บว 9254 ,รบ.  ,ต.1-04-2372,TOYOTA              ,กระบะบรรทุก 2 ตัน                                 ,B-1273830 (2),BU20-112997 /BU20,20/12/2527,33,ป.3,ดีเชล
กฟส.จอมบึง,บว 9423 ,รบ.  ,ต.1-04-5201,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,4JB1-271218,NKR55E12A3-7107253 / NKR55E12A,31/10/2548,12,ป.3,ดีเชล
กฟส.จอมบึง,บว 9463 ,รบ.  ,ต.1-04-4473,TOYOTA              ,กระบะบรรทุก 2 ตัน                                 ,14B-1583803,BU101-9501504 / BU101,11/12/2541,19,ป.3,ดีเชล
กฟส.จอมบึง,บษ 3692 ,รบ.  ,ต.1-04-0744,TOYOTA              ,กระบะบรรทุก 2 ตัน                                 ,B-0731581 (1),BU20-023953 / BU20,17/1/2522,38,ป.3,ดีเชล
,,,,,,,,,,,
กองบำรุงรักษา กฟต.1,81-0580 ,พบ.  ,ต.1-04-0795,ISUZU               ,บรรทุก 6 ตัน                                      ,,,23/2/2522,38,,ดีเชล
กองบำรุงรักษา กฟต.2,81-4112 ,พบ.  ,ต.1-04-5809,HINO                ,บรรทุกเฉพาะกิจ(แก้ไฟ)                             ,,,1/6/2554,6,ป.3,ดีเชล
กองบำรุงรักษา กฟต.3,นข-367  ,พบ.  ,ต.1-01-1078,MITSUBISHI          ,นั่งสองตอนท้ายบรรทุก                              ,4D56TNAA2502,MMTONK64UWA000249 /K64TENMRU,28/12/2541,19,ป.3,ดีเชล
กองบำรุงรักษา กฟต.4,บ 2842  ,ปข.  ,ต.1-03-0001,TOYOTA              ,กระบะบรรทุก 1 ตัน                                 ,12R-1812124,RN25-365543,2/11/2522,38,ป.3,ดีเชล
กองบำรุงรักษา กฟต.5,ผ 0477  ,พบ.  ,ต.1-03-0305,TOYOTA              ,กระบะบรรทุก 1 ตัน                                 ,2Y-0230033,RN40-131158,28/6/2526,34,ป.3,เบนชิล
,,,,,,,,,,,
ก่อสร้างและบริหารโครงการ กฟต.1,81-5227 ,สส.  ,ต.1-04-6297,ISUZU               ,บรรทุกเฉพาะกิจ(มีเครื่องกำเนิด)                   ,4HK1-127945,MP1NPR75HDT104866 /NPR75HXXXQ,26/3/2557,3,,ดีเชล
,,,,,,,,,,,
ฝ่ายบัญชีและพลังงานไฟฟ้า กฟต.1,กค 3682 ,พบ.  ,ต.1-01-1834,ISUZU               ,นั่งสองตอนท้ายบรรทุก                              ,4JK1-DP5165,MP1TFR86H6T137237 / TFR86HDM3G(S),11/3/2554,6,,ดีเชล
,,,,,,,,,,,
กองระบบสารสนเทศ กฟต.1,กค 3682 ,พบ.  ,ต.1-01-1834,ISUZU               ,นั่งสองตอนท้ายบรรทุก                              ,4JK1DP5165,MP1TFR86H6T137237 / TFR86HDM3G,22/3/2549,11,ป.3,ดีเชล
